Address,Descriprion,age,area,elevator,parking,price,rooms,total_price,type,warehouse
 تهران، تهران، استادمعین ," آشپزخانه: هود، نورگیر سقفی، گاز رومیزی,
کابینت: های گلاس,
سایر امکانات: سرویس بهداشتی ایرانی، کمد دیواری، دیوار نقاشی، شیرآلات خارجی، خواب مستر,
سیستم گرمایشی و سرمایشی: پکیج، کولر آبی، شوفاژ,
نمای ساختمان: سنگی,
تعداد واحد در طبقه: 1,
امکانات امنیتی: آیفون تصویری,
تعداد طبقات: 4,
طبقه ملک: 4,
کفپوش: سرامیک,
وضعیت سکونت: مستأجر,
نوع سند: شخصی,
,
خوش نقشه. /گذر پهن  / , ,   ,   ", 11 سال , 50 , دارد , دارد ," 43,000,000 ", 1 ,"2,150,000,000", آپارتمان , دارد 
 تهران، تهران، کامرانیه ," طبقه ملک: 5,
,
,
,
            توجه!!!!!!      توجه!!!!      توجه!!!!!   ,
لوکس ترین ها و کامل ترین فایلینگ ها  رو ازما بخواهید^^^^,
قابل توجه مصرف کنندگان،،,
 کارشناش و کارگذار شما ((خسروی )),
فرصت را از دست ندهید،،  ,
, ,
!!!!زیر قیمت !!!,
!!زیر قیمت!,
,
ورودی از لابی,
,
طبقه پنجم,
150متر((3خواب )) ,
درب تمام چوب ((ضد سرقت هوشمند )),
سالن تفکیک ((TVroom)),
اشپزخانه انزو,
نیم فرنیش گرم ((Boosh)),
متریال برند ,
تراس,
فول مشاعات  , ,   ,   ",Null, 150 ,ندارد,ندارد,Null,Null,,Null,ندارد
 تهران، تهران، سید خندان ," طبقه ملک: 5,
,
110 متر اپارتمان سه خواب,
دو واحدی رو به افتاب,
بسیار خوش نقشه چیدمان عالی,
در بهترین فرعی بهشت مادران,
 , ,   ,   ", 7 سال , 110 , دارد , دارد ," 68,182,000 ", 3 ,"7,500,000,000", آپارتمان , دارد 
 تهران، تهران، درب دوم - قلندری ," طبقه ملک: 5,
,
 فرصت تکرار نشدنی ,
فقط فقط امروز ,
دولت لوکیشن دنج و مشجر,
ویو ابدی ,
بدون مشرف ,
3 خواب دلباز با کمد های عمیق ,
 کم واحد,
سالن پرده خور با قابلیت انواع دیزاین ,
آشپزخانه پرکابینت ,
شمال و جنوب نور ,
فول امکانات  ,
لوکیشن مشجر,
مشاور شما در منطقه سپهر سپهدار , ,   ,   ", 15 سال , 126 , دارد , دارد ," 75,397,000 ", 3 ,"9,500,000,000", آپارتمان , دارد 
 تهران، تهران، اختیاریه ," طبقه ملک: همکف,
,
اختیاریه ,
ساختمان چند ساله مرغوب ,
ورودی از لابی شیک مبله و لابی من ,
حیاط و آلاچیق ,
فول امکانات ,
فروشنده واقعی ,
تمام نور مستقیم جنوبی ,
سالن پرده خور,
2 خواب دلباز با کمد های عمیق و نور جنوب ,
بالکن 8 متری قابل چیدمان ,
سالن بزرگ پرده خور جنوبی ,
آشپزخانه پرکابینت ,
مناسب سرمایه گذاری ,
بازسازی لازم ,
عالی برای سکونت ,
برای کسب اطلاعات بیشتر تماس بگیرید ,
مشاور شما در منطقه سپهر سپهدار  , ,   ,   ", 16 سال , 116 , دارد , دارد ," 62,500,000 ", 2 ,"7,250,000,000", آپارتمان , دارد 
 تهران، تهران، اختیاریه ," طبقه ملک: 3,
,
مالک فروشنده است مهمترین ویژگی ملک,
از جنوب نور داره ,
ویو مشجر رو به حیاط ,
فول امکانات ,
خوش نقشه,
بالکن 8 متری,
مشاعات تمیزی داره  ,
ملک آینده خیلی خوبیم داره ,
پلان ال تفکیکی ,
آشپزخونه دلباز داره ,
ساختمون هم مدیریت خوبی داره ,
به نظرم زنگ بزن بیا ببینش قیمتش عالیه,
سپهر سپهدار مشاور تخصصی منطقه  , ,   ,   ", 19 سال , 116 , دارد , دارد ," 66,379,000 ", 2 ,"7,700,000,000", آپارتمان , دارد 
 تهران، تهران، میرداماد ,"                یک اکازیون واقعی,
            فقط برای سخت پسندان,
160متری,
طبقه اول,
 فرنیش,
همه خوابها دارای بالکن,
کابینت آشپزخانه های گلاس ,
یکخواب مستر (فوق العاده شیک),
غرق در نور ,
در بهترین لوکیشن,
خاص ترین آپارتمان برای سخت پسندان,
قابل سکونت بصورت مبله و مجهز,
بدون تردید در تمدید سال‌های آتی,
مالک منعطف وقابل مذاکره ,
,
متنوع ترین آپارتمان ها متناسب با بودجه وسلیقه بشما معرفی میکنیم,
,
نیرومند , ,   ,   ",Null, 160 ,ندارد,ندارد,Null,Null,,Null,ندارد
 تهران، تهران، سلسبیل ," امکانات امنیتی: آیفون تصویری، درب ضد سرقت، درب ریموت کنترل,
سیستم گرمایشی و سرمایشی: پکیج، کولر آبی، شوفاژ,
امکانات رفاهی و تفریحی: حیاط خلوت,
سایر امکانات: کمد دیواری، خواب مستر، شیرآلات خارجی، کاغذ دیواری,
نمای ساختمان: سنگی,
آشپزخانه: هود، گاز رومیزی، سینک تک,
طبقه ملک: 1,
کابینت: MDF,
کفپوش: پارکت,
,
فول بازسازی,
لوکیشن /رودکی , ,   ,   ", 8 سال , 49 , دارد , دارد ," 42,857,000 ", 2 ,"2,100,000,000", آپارتمان , دارد 
 تهران، تهران، نیاوران ," طبقه ملک: 1,
,
,
,
            توجه!!!!!!      توجه!!!!      توجه!!!!!   ,
لوکس ترین ها و کامل ترین فایلینگ ها  رو ازما بخواهید^^^^,
قابل توجه مصرف کنندگان،،,
 کارشناش و کارگذار شما ((خسروی )),
فرصت را از دست ندهید،،  ,
, ,
!!!!زیر قیمت !!!,
!!زیر قیمت!,
,
ورودی از لابی ,
تک واحدی ,
طبقه اول ,
,
280متر((3خواب )) ,
درب تمام چوب ((ضد سرقت هوشمند )),
سالن تفکیک ((TVroom)),
اشپزخانه انزو,
نیم فرنیش گرم ((Boosh)),
متریال برند ,
تراس,
فول مشاعات  , ,   ,   ",Null, 280 ,ندارد,ندارد,Null,Null,,Null,ندارد
 تهران، تهران، سید خندان ," طبقه ملک: 4,
,
430 متر اپارتمان مستقلات,
4 طبقه تکواحدی بسیار لوکس,
در بهترین فرعی منطقه ,
بدون مشابه,
 , ,   ,   ", 1 سال , 430 , دارد , دارد ," 88,372,000 ", 5 به بالا ,"38,000,000,000", آپارتمان , دارد 
 تهران، تهران، ظفر ," طبقه ملک: 1,
,
             ,
فوری فوری ,
110 متری غرق نور جنوب و شرق ,
نور نقشه بی نظیر بدون 1 سانت قناصی ,
سالن یک دست مربع با قابلیت انواع دیزاین,
سالن سر تا سر پنجره پرده خور با نور مستقیم جنوبی و شرقی ,
آشپزخانه دلباز پرکابینت مخصوص مهبانوی ایرانی ,
2 خواب بزرگ تماما کمد دیواری با نور مستقیم ,
فول باز سازی 0 تا 100 با متریال برند ,
فول امکانات ,
پارکسنگ سندی ,
آسانسور,
انباری سندی ,
بهترین طبقه ساختمان ,
کم واحد ,
لوکیشن دنج و مشجر ظفر ,
دسترسی های عالی به صدر مدرس و شریعتی ,
موارد مشابه موجود است ,
مشاور تتصصی منطقه سپهر سپهدار , ,   ,   ", 5 سال , 110 , دارد , دارد ," 79,091,000 ", 2 ,"8,700,000,000", آپارتمان , دارد 
 تهران، تهران، یوسف آباد ," طبقه ملک: 4,
,
کارشناس فروش  راد. ,
,
124 متری 2 خواب فول امکانات,
,
سالن پرده خور  وقابل چیدمان ,
,
دو تا خواب رو به جنوب ,
,
آشپز خانه وسط و حرفه ای ,
,
نورگیری واحد از دو طرف ,
,
فرعی در میدان کلانتری ,
,
فایلینگ خوش قیمت را با ما ببینید , ,   ,   ", 1 سال , 124 , دارد , دارد ," 90,000,000 ", 2 ,"11,160,000,000", آپارتمان , دارد 
 تهران، تهران، بابایی ," بسیار تمیز و سالم فقط،مصرف کننده , ,   ,   ",Null, هاچ بک ,ندارد,ندارد,Null,Null,"395,000,000",Null,ندارد
 تهران، تهران، میرداماد ," طبقه ملک: همکف,
,
آپارتمان 145متر میرداماد,
طبقه همکف ,
نور شمال و جنوب ,
سالن پرده خور ,
بهترین لوکیشن با دسترسی عالی ,
بالکن قابل چیدمان ,
انباری ، آسانسور,
قابل مذاکره ,
.,
.,
 , ,   ,   ",Null, 145 ,ندارد,ندارد,Null,Null,,Null,ندارد
 تهران، تهران، اختیاریه ," طبقه ملک: 7,
,
ویو ابدی جنوب تهران ,
نقشه مینیمال و بی نظیر ,
3 جهت نور ,
سازه با معماری خاص ,
لوکیشن بی نظیر و مشجر ,
سازه کم سن ,
کم واحد ,
طبقات بالا ,
بدون مشرف ,
فول امکانات ,
ورودی از لابی 200متری مبله ,
لابی من ,
برای کسب اطلاعات بیشتر تماس بگیرید ,
مشاور تخصصی منطقه سپهر سپهدار  , ,   ,   ", 10 سال , 165 , دارد , دارد ," 83,939,000 ", 3 ,"13,850,000,000", آپارتمان , دارد 
 تهران، تهران، پونک ," طبقه ملک: 14,
,
شرکت افق با 10 سال سابقه درخشان در منطقه 22 شما سرمایه گذاران وخریداران عزیز را به تماشای بهترین و لاکچری ترین پروژه در دهکده المپیک دعوت می نماید.,
,
         ◇توجه◇◇◇توجه◇◇◇توجه◇,
,
◇شرایط اقساط ویژه و باور نکردنی!!!!!,
◇تعهد تحویل به موقع واحد,
◇دارای تمامی استعلامات قانونی ,
◇قیدضرر و زیان و تاریخ تحویل در قرارداد,
◇قرارداد محضری،ثبت در دفترخانه اسنادرسمی,
  ,
 امکانات رفاهی پروژه:,
,
◇استخر،سونا،جکوزی,
◇سیستم ایمنی،مداربسته و برق هوشمند(BMS),
◇سیستم گرمایشی و سرمایشی داکت اسپلیت,
◇شوتینگ زباله،سالن بیلیارد،جارو برقی مرکزی,
◇هایپرمارکت،کافی شاپ لاکچری،خشکشوئی,
◇باشگاه بدنسازی آقایان و بانوان،سالن ماساژ,
◇فضای بازی کودکان و مهدکودک،برق اضطراری,
◇3 لاین آسانسور__تراس بزرگ_نگهبان24ساعته  ,
,
◇◇به دلیل نزدیک شدن به پایان پذیره نویسی و احتمال افزایش قیمت نرخ تراکم همین امروز تماس بگیرید؟!!! ,
,
دفتر فروش رسمی شرکت افق چشمه,
کارشناس فروش ,
                     نوروزی , , ,   ,   ", نوساز , 110 , دارد , دارد ," 31,000,000 ", 2 ,"3,410,000,000", آپارتمان , دارد 
 تهران، تهران، نیاوران ," طبقه ملک: 6,
,
,
,
            توجه!!!!!!      توجه!!!!      توجه!!!!!   ,
لوکس ترین ها و کامل ترین فایلینگ ها  رو ازما بخواهید^^^^,
قابل توجه مصرف کنندگان،،,
 کارشناش و کارگذار شما ((خسروی )),
فرصت را از دست ندهید،،  ,
, ,
!!!!زیر قیمت !!!,
!!زیر قیمت!,
,
ورودی از لابی مجلل,
,
طبقه ششم‌,
200متر((3خواب )) ,
درب تمام چوب ((ضد سرقت هوشمند )),
سالن تفکیک ((TVroom)),
اشپزخانه انزو,
نیم فرنیش گرم ((Boosh)),
متریال برند ,
تراس,
فول مشاعات  , ,   ,   ",Null, 160 ,ندارد,ندارد,Null,Null,,Null,ندارد
 تهران، تهران، قیطریه ," طبقه ملک: 5,
,
فروش اپارتمان 190 متر قیطریه 4 پارکینگ,
دسترسی عالی,
فرعی دنج و مشجر,
دسترسی عالی به مترو مراکز خرید و فیره,
ورودی شیک,
لابی مجلل و مبله,
لابی من,
سرایداری مقیم,
پلان مهندسی ساز,
بدون پرتی,
نورگیری عالی,
ویو ابدی,
بدون مشرف,
متریال برند,
اتاق‌خواب های بزرگ,
مستر روم,
تراس کاربردی و قابل چیدمان,
استخر سونا جکوزی فعال,
سالن ورزش,
سالن اجتماعات,
زیر قیمت منطقه,
,
کارشناس تخصصی منطقه,
اشکان,
, , ,   ,   ", 8 سال , 190 , دارد , دارد ," 120,000,000 ", 3 ,"22,800,000,000", آپارتمان , دارد 
